"ITTER107","Territorio","TIPO_DATO_CN1","Tipo aggregato (milioni di euro)","PRODOTTI1","Attività non finanziarie","VAL","Valutazione","CORREZ","Correzione","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2019-Q2","T2-2019",157.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2019-Q4","T4-2019",170.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2019-Q3","T3-2019",156.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2020-Q2","T2-2020",160.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2020-Q1","T1-2020",170.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2019-Q1","T1-2019",13616.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2019-Q2","T2-2019",13574.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2019-Q4","T4-2019",14256.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2019-Q3","T3-2019",13494.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2020-Q2","T2-2020",13660.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2020-Q1","T1-2020",13825.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q1","T1-2019",18372.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q2","T2-2019",18181.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q4","T4-2019",18334,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q3","T3-2019",18373.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q2","T2-2020",14066.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q1","T1-2020",17058.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q1","T1-2019",16870.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q2","T2-2019",16651.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q4","T4-2019",16655,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q3","T3-2019",16761.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q2","T2-2020",12441.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q1","T1-2020",15687.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q1","T1-2019",29635.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q2","T2-2019",30182.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q4","T4-2019",29699,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q3","T3-2019",29859.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q2","T2-2020",21546,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q1","T1-2020",25972,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q1","T1-2019",5979.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q2","T2-2019",6296.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q4","T4-2019",6092.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q3","T3-2019",6060.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q2","T2-2020",3871.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q1","T1-2020",4857.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q1","T1-2019",162.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q2","T2-2019",162.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q4","T4-2019",163.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q3","T3-2019",163.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q2","T2-2020",165.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q1","T1-2020",165.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2019-Q1","T1-2019",13576.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2019-Q2","T2-2019",13499.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2019-Q4","T4-2019",14098.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2019-Q3","T3-2019",13302.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2020-Q2","T2-2020",13591.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2020-Q1","T1-2020",13765.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q1","T1-2019",6462.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q2","T2-2019",7333.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q4","T4-2019",5892.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q3","T3-2019",4874.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2020-Q2","T2-2020",4302.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2020-Q1","T1-2020",4673.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q1","T1-2019",238,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q2","T2-2019",93.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q4","T4-2019",258.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q3","T3-2019",74.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2020-Q2","T2-2020",94.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2020-Q1","T1-2020",238.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q1","T1-2019",13628.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q2","T2-2019",13623.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q4","T4-2019",13661.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q3","T3-2019",13562.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q2","T2-2020",13717.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q1","T1-2020",13841.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2019-Q1","T1-2019",34480.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2019-Q2","T2-2019",37018.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2019-Q4","T4-2019",37117.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2019-Q3","T3-2019",34838.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2020-Q2","T2-2020",28602,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M8","Ago-2020","2020-Q1","T1-2020",32216.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2019-Q1","T1-2019",18133.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2019-Q2","T2-2019",19470.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2019-Q4","T4-2019",19647.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2019-Q3","T3-2019",18311.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2020-Q2","T2-2020",15289.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2020-Q1","T1-2020",16848.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M8","Ago-2020","2019-Q1","T1-2019",6462.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M8","Ago-2020","2019-Q2","T2-2019",7333.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M8","Ago-2020","2019-Q4","T4-2019",5893,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M8","Ago-2020","2019-Q3","T3-2019",4874.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M8","Ago-2020","2020-Q2","T2-2020",4302.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M8","Ago-2020","2020-Q1","T1-2020",4673.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M8","Ago-2020","2019-Q1","T1-2019",151.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M8","Ago-2020","2019-Q2","T2-2019",141.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M8","Ago-2020","2019-Q4","T4-2019",153,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M8","Ago-2020","2019-Q3","T3-2019",140.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M8","Ago-2020","2020-Q2","T2-2020",141.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M8","Ago-2020","2020-Q1","T1-2020",150.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q1","T1-2019",79698.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q2","T2-2019",83918.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q4","T4-2019",82229.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q3","T3-2019",76837.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2020-Q2","T2-2020",66062.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2020-Q1","T1-2020",71488.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q1","T1-2019",30391.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q2","T2-2019",32019.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q4","T4-2019",29608.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q3","T3-2019",27356.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2020-Q2","T2-2020",22653.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2020-Q1","T1-2020",25981.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q1","T1-2019",168.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q2","T2-2019",157.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q4","T4-2019",170.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q3","T3-2019",156.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2020-Q2","T2-2020",160.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2020-Q1","T1-2020",170.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q1","T1-2019",13613.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q2","T2-2019",13582.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q4","T4-2019",14241.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2019-Q3","T3-2019",13503.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2020-Q2","T2-2020",13671.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M8","Ago-2020","2020-Q1","T1-2020",13835,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q1","T1-2019",6012.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q2","T2-2019",6331,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q4","T4-2019",6126.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q3","T3-2019",6093.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q2","T2-2020",3776.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q1","T1-2020",4737.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q1","T1-2019",165.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q2","T2-2019",165.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q4","T4-2019",166.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","Y","dati destagionalizzati","2020M8","Ago-2020","2019-Q3","T3-2019",166.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q2","T2-2020",166.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","Y","dati destagionalizzati","2020M8","Ago-2020","2020-Q1","T1-2020",166.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2019-Q1","T1-2019",79737.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2019-Q2","T2-2019",83802,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","N","dati grezzi","2020M8","Ago-2020","2019-Q4","T4-2019",82323.2,,
